year,ID,recruit,Count of Year,sum_n of eggs,mean_n of eggs,SD_ n of eggs,mean_length,SD_length,mean_width,SD_width,mass,energy
2012,2012G075,First time,2,99,49.5,9.192388,95.8,0.424264,85.8,0.141421,99.11272,48606.525
2012,2012G076,First time,3,248,82.66667,13.6504,96.73333,1.001665,84.43333,1.159023,101.3698853,81174.53661
2012,2012G077,First time,1,86,86,,101.4,,91.6,,112.65576,84447.7
2012,2012G078,First time,3,213,71,5.196152,86.3,0.34641,73.9,0.953939,76.13792,69718.45
2012,2012G079,First time,4,416,104,19.78215,98.875,0.639661,82.675,0.623832,106.5493,102122.8
2012,2012G080,First time,6,426,71,10.23719,90.72,0.767854,80.28,1.417604,86.827248,69718.45
2012,2012G081,First time,1,86,86,,99.2,,86.1,,107.33528,84447.7
2012,2012G082,First time,1,95,95,,96.5,,87.7,,100.8056,93285.25
2012,2012G083,First time,8,782,97.75,21.02889,108.65,0.789213,92.9125,0.920307,130.18916,95985.6125
2012,2012G084,First time,4,405,101.25,18.20943,99.775,1.284199,83.225,1.65,108.72586,99422.4375
2012,2012G085,First time,4,384,96,13.92839,97.25,0.714143,89.875,0.499166,102.6194,94267.2
2012,2012G086,First time,1,85,85,,104.4,,84.4,,119.91096,83465.75
2012,2012G087,First time,1,68,68,,93.5,,82.4,,93.5504,66772.6
2012,2012G088,First time,4,351,87.75,21.36001,96.5475,0.782533,88.225,0.556028,100.920474,86166.1125
2012,2012G089,First time,6,508,84.66667,11.00303,91.38667,0.868255,82.63333,1.320101,88.43952273,83138.43661
2012,2012G090,First time,5,451,90.2,9.628084,96.86,0.497996,82.76,1.411737,101.676224,88571.89
2012,2012G091,First time,2,200,100,5.656854,99.6,0.565685,88.8,0.989949,108.30264,98195
2012,2012G092,First time,5,440,88,6.324555,101.92,0.554076,92.06,0.826438,113.913328,86411.6
2012,2012G093,First time,2,135,67.5,20.5061,99.3,0.424264,90.7,2.12132,107.57712,66281.625
2012,2012G094,First time,1,64,64,,96.5,,81.7,,100.8056,62844.8
2012,2012G095,First time,1,85,85,,86.1,,77.2,,75.65424,83465.75
2012,2012G096,First time,4,341,85.25,14.93039,100.5,0.454606,89.2,1.564182,110.4792,83711.2375
2012,2012G097,First time,1,49,49,,92.9,,88.4,,92.09936,48115.55
2012,2012G098,First time,3,237,79,6.082763,92.16667,0.057735,82.96667,0.11547,90.32587473,77574.05
2013,1993G015,Recurring,2,215,107.5,3.535534,105.15,1.484924,97.55,1.202082,121.72476,105559.625
2013,1993G026,Recurring,7,559,79.85714,16.85654,98.91429,0.924533,86.05714,0.901586,106.6443189,78415.71862
2013,1993G077,Recurring,2,201,100.5,21.92031,100.35,0.070711,84.35,1.484924,110.11644,98685.975
2013,1994G060,Recurring,9,696,87,15.51037,104.7625,1.265837,88.3,1.386542,120.78763,85429.65
2013,1995G023,Recurring,7,571,81.57143,5.99603,98.11429,0.651738,79.28571,0.841484,104.7095989,80099.06569
2013,1996G011,Recurring,5,479,95.8,9.011104,100.32,0.501996,92.72,3.766563,110.043888,94070.81
2013,1996G028,Recurring,6,579,96.5,23.80546,104.5667,0.760701,95.71667,0.594699,120.3141073,94758.175
2013,1998G005,Recurring,6,494,82.33333,23.46629,89.2,0.933809,81.43333,1.02697,83.15128,80847.21339
2013,1999G005,Recurring,4,309,77.25,8.5,104.275,0.125831,97.075,0.57373,119.60866,75855.6375
2013,1999G016,Recurring,5,392,78.4,23.44781,100.66,0.95551,93.68,0.988433,110.866144,76984.88
2013,2002G003,Recurring,6,576,96,9.055385,95.36,0.392938,85.4,0.340588,98.048624,94267.2
2013,2002G006,Recurring,6,420,84,12.14496,97.88333,3.519896,87.23333,1.087505,104.1510453,82483.8
2013,2003G014,Recurring,5,312,78,8.602325,103.24,0.98387,89.02,1.188276,117.105616,76592.1
2013,2004G036,Recurring,1,95,95,,100.1,,86,,109.51184,93285.25
2013,2004G002,Recurring,4,419,104.75,20.90255,96.85,0.873689,91.45,4.142865,101.65204,102859.2625
2013,2004G010,Recurring,1,111,111,,101.3,,92.8,,112.41392,108996.45
2013,2004G018,Recurring,8,620,88.57143,17.596,95.2125,1.160588,83.8375,0.907016,97.69191,86972.71569
2013,2004G036,Recurring,5,478,95.6,10.28591,100.36,0.763544,89.4,5.133712,110.140624,93874.42
2013,2005G008,Recurring,6,640,106.6667,18.32667,102.3833,0.407022,86.81667,2.616422,115.0337727,104741.3661
2013,2006G003,Recurring,1,119,119,,108.5,,94.7,,129.8264,116852.05
2013,2006G029,Recurring,2,188,94,7.071068,96.85,1.343503,85.35,0.353553,101.65204,92303.3
2013,2007G009,Recurring,6,459,76.5,11.7771,96.73333,0.789092,82.18333,0.65549,101.3698853,75119.175
2013,2007G020,Recurring,5,328,82,14.2361,97.44,0.602495,85.36,0.559464,103.078896,80519.9
2013,2007G020 ,Recurring,1,88,88,,94.4,,83.3,,95.72696,86411.6
2013,2008G004,Recurring,6,442,88.4,32.67721,103.1,0.244949,94.65,0.989444,116.76704,86804.38
2013,2008G036,Recurring,4,465,116.25,11.95478,100.675,0.35,84.5,0.632456,110.90242,114151.6875
2013,2008G045,Recurring,7,629,89.85714,13.55764,96.54286,0.797615,83.08571,1.100649,100.9092526,88235.21862
2013,2008G046,Recurring,6,563,112.6,17.57271,104.82,0.713863,92.7,1.603746,120.926688,110567.57
2013,2008G056,Recurring,6,517,86.16667,8.681398,98.03333,0.301109,86.4,0.764199,104.5138053,84611.36161
2013,2008G060,Recurring,3,286,95.33333,2.516611,93.46667,0.650641,81.5,0.916515,93.46979473,93612.56339
2013,2008G068,Recurring,9,806,89.55556,15.59736,102.0111,0.566667,92.42222,0.618017,114.1336442,87939.08214
2013,2009G002,Recurring,5,395,79,23.44142,106.64,0.151658,94.82,0.228035,125.328176,77574.05
2013,2009G007,Recurring,2,161,80.5,7.778175,108.5,0.282843,96.3,0.141421,129.8264,79046.975
2013,2009G010,Recurring,8,668,83.5,8.896227,102.475,0.766718,89.4625,0.824513,115.25554,81992.825
2013,2009G020,Recurring,9,725,90.625,15.39886,103.9857,0.857946,89.94286,0.843886,118.9090169,88989.21875
2013,2009G037,Recurring,6,459,91.8,7.259477,96.11667,1.604265,82.56667,0.79666,99.87855473,90143.01
2013,2009G040,Recurring,5,529,105.8,9.364828,96.92,0.85557,87.84,1.648636,101.821328,103890.31
2013,2009G044,Recurring,5,505,101,14.71394,103.78,2.976071,90.7,2.613427,118.411552,99176.95
2013,2009G053,Recurring,7,620,88.57143,9.071147,95.44286,0.759072,83.88571,3.176701,98.24901262,86972.71569
2013,2010G002,Recurring,9,698,87.25,21.28547,105.8778,0.47111,95.26667,3.397793,123.4848715,85675.1375
2013,2010G004,Recurring,3,136,68,14.14214,105.6,0.6245,93.63333,0.450925,122.81304,66772.6
2013,2010G005,Recurring,6,378,75.6,11.10405,97.01667,0.842417,82.56667,0.560952,102.0551147,74235.42
2013,2010G014,Recurring,4,349,87.25,15.94522,103.575,0.556028,92.475,0.275379,117.91578,85675.1375
2013,2010G017,Recurring,7,578,82.57143,14.9539,94.82857,1.495231,82.17143,3.204015,96.76341369,81081.01569
2013,2010G018,Recurring,5,425,106.25,14.77329,106.14,0.634823,94.5,0.612372,124.118976,104332.1875
2013,2010G022,Recurring,6,357,89.25,5.909033,101.7167,1.026483,88.51667,1.396305,113.4216673,87639.0375
2013,2010G025,Recurring,8,637,91,15.73743,101.7,2.295337,86.25,1.13641,113.38128,89357.45
2013,2010G028,Recurring,6,518,86.33333,22.95793,98.66667,1.881134,90.78333,0.479236,106.0454747,84775.01339
2013,2010G032,Recurring,9,831,92.33333,13.91043,107.5778,0.93378,96.23333,0.902774,127.5961515,90666.71339
2013,2010G036,Recurring,1,81,81,,94.4,,85,,95.72696,79537.95
2013,2010G040,Recurring,6,496,82.66667,9.330952,104.8,0.536656,89.05,0.904986,120.87832,81174.53661
2013,2010G043,Recurring,8,597,85.28571,14.93,94.67143,1.573635,84.24286,0.643333,96.38338631,83746.30293
2013,2010G056,Recurring,7,840,120,23.59378,108.8,1.515476,91.94286,1.706709,130.55192,117834
2013,2010G057,Recurring,5,421,84.2,15.92796,98.76,1.154556,91.44,1.393915,106.271184,82680.19
2013,2010G057 ,Recurring,1,96,96,,97.6,,91.6,,103.46584,94267.2
2013,2010G062,Recurring,6,610,101.6667,7.31209,98.6,0.802496,88.13333,1.169045,105.88424,99831.61607
2013,2010G071,Recurring,5,486,97.2,11.12205,102.96,0.723187,93.64,2.018167,116.428464,95445.54
2013,2010G079,Recurring,2,104,104,,100.15,0.494975,86.05,0.070711,109.63276,102122.8
2013,2010G084,Recurring,8,625,78.125,20.01027,100.4875,1.342107,86.8625,1.748418,110.44897,76714.84375
2013,2010G089,Recurring,5,429,85.8,9.984989,99.88,1.263725,88.2,0.552268,108.979792,84251.31
2013,2010G100,Recurring,8,680,85,9.636241,100.7625,1.248928,90.8375,0.329231,111.11403,83465.75
2013,2010G107,Recurring,6,487,97.4,4.505552,97.16667,0.868716,90.26667,1.139591,102.4178747,95641.93
2013,2013G001,First time,6,457,91.4,5.319774,97.51667,0.730525,88.46667,0.393277,103.2643147,89750.23
2013,2013G002,First time,2,202,101,29.69848,104.05,0.070711,95.55,0.070711,119.06452,99176.95
2013,2013G003,First time,3,115,57.5,6.363961,96.8,0.6245,84.73333,0.378594,101.53112,56462.125
2013,2013G004,First time,1,73,73,,108.8,,100.3,,130.55192,71682.35
2013,2013G005,First time,2,59,59,,98.15,0.070711,83.3,0,104.79596,57935.05
2013,2013G006,First time,6,401,80.2,21.78761,97.76667,0.136626,83.95,0.441588,103.8689147,78752.39
2013,2013G007,First time,2,125,62.5,23.33452,100.4,0.424264,88.1,0.424264,110.23736,61371.875
2013,2013G008,First time,7,547,78.14286,21.55171,98.24286,0.335942,85.22857,0.917813,105.0205326,76732.38138
2013,2013G009,First time,3,245,81.66667,17.61628,96.03333,0.251661,84.76667,0.450925,99.67700527,80192.58661
2013,2013G010,First time,8,495,82.5,15.77023,97.525,0.613538,89.6,0.781939,103.28446,81010.875
2013,2013G011,First time,9,666,83.25,18.40613,94.95556,0.701981,87.5,1.430909,97.0705263,81747.3375
2013,2013G012,First time,5,399,79.8,12.93058,95.53333,0.040825,82.26667,0.432049,98.46780527,78359.61
2013,2013G013,First time,1,71,71,,95,,79.1,,97.178,69718.45
2013,2013G014,First time,3,249,83,6.082763,97.06667,1.171893,83.86667,0.70946,102.1760347,81501.85
2013,2013G015,First time,1,73,73,,102.2,,90.1,,114.59048,71682.35
2013,2013G016,First time,1,98,98,,100.3,,93.1,,109.99552,96231.1
2013,2013G017,First time,8,639,79.875,11.01217,95.44286,0.471645,86.02857,0.613455,98.24901262,78433.25625
2013,2013G018,First time,4,366,91.5,29.33144,97.975,0.713559,83.125,0.434933,104.37274,89848.425
2013,2013G019,First time,7,512,73.14286,15.91046,92.25714,0.403556,83.38571,0.769044,90.54466738,71822.63138
2013,2013G020,First time,5,473,94.6,9.762172,110.32,1.018332,92.96,0.665582,134.227888,92892.47
2013,2013G021,First time,5,505,101,10.88577,96.84,1.031019,85.4,0.463681,101.627856,99176.95
2013,2013G022,First time,3,256,85.33333,25.96793,101.8667,0.404145,92.4,0.5,113.7844273,83793.06339
2013,2013G023,First time,5,469,93.8,21.83346,94.62,0.712039,84.46,0.92358,96.259008,92106.91
2013,2013G024,First time,6,478,79.66667,20.17589,99.85,1.025183,85.81667,0.976559,108.90724,78228.68661
2013,2013G025,First time,2,189,94.5,10.6066,95.7,0.424264,84.2,0.707107,98.87088,92794.275
2013,2013G026,First time,4,332,83,9.763879,99.65,1.126943,89.55,0.946925,108.42356,81501.85
2013,2013G027,First time,8,815,101.875,16.83905,96.425,0.980889,87.8625,1.011276,100.62422,100036.1563
2013,2013G028,First time,4,338,84.5,16.36052,102.625,0.670199,85.1,1.01653,115.6183,82974.775
2013,2013G029,First time,8,768,96,15.71169,106.2,0.705084,94.95714,1.047251,124.26408,94267.2
2013,2013G030,First time,6,563,93.83333,8.750238,95.28333,0.371035,85.63333,0.44572,97.86320527,92139.63839
2013,2013G031,First time,5,454,90.8,7.661593,96.9,0.141421,86,0.187083,101.77296,89161.06
2013,2013G032,First time,4,385,96.25,16.99755,103.075,0.771902,94.425,0.736546,116.70658,94512.6875
2013,2013G033,First time,3,282,94,4.582576,103.4,0,93.33333,0.251661,117.49256,92303.3
2013,2013G034,First time,5,446,89.2,12.75539,99.3,1.232883,85.88,0.766159,107.57712,87589.94
2013,2013G035,First time,7,472,78.66667,16.88392,98.95714,1.359972,86.61429,1.16251,106.7479474,77246.73661
2013,2013G036,First time,6,471,94.2,10.25671,98.22,0.331059,86.84,1.570478,104.965248,92499.69
2013,2013G037,First time,8,777,97.125,11.43225,100.475,2.052699,92.3375,1.023911,110.41874,95371.89375
2013,2013G038,First time,3,267,89,10.3923,97.1,0.984886,86.6,0.608276,102.25664,87393.55
2013,2013G039,First time,4,423,105.75,15.32699,101.05,0.81035,87.625,1.424488,111.80932,103841.2125
2013,2013G040,First time,7,595,85,20.70427,94.88571,0.612178,84.4,0.374166,96.90160106,83465.75
2013,2013G041,First time,2,157,78.5,17.67767,104.3,1.414214,93.35,0.777817,119.66912,77083.075
2013,2013G042,First time,9,704,88,11.0712,96.62222,4.0068,85.025,2.675701,101.1011768,86411.6
2013,2013G043,First time,7,500,83.33333,17.2704,97.14286,0.35051,89.07143,0.662607,102.3602926,81829.16339
2013,2013G045,First time,6,344,86,17.53093,94.15,0.911592,80.98333,1.310598,95.12236,84447.7
2013,2013g046,First time,5,414,82.8,16.16168,96.84,4.47303,88.44,0.971082,101.627856,81305.46
2013,2013G047,First time,4,315,78.75,13.59841,97.175,2.110884,86.175,1.228481,102.43802,77328.5625
2013,2013G048,First time,1,75,75,,95.2,,83.4,,97.66168,73646.25
2013,2013G049,First time,1,91,91,,98,,85.8,,104.4332,89357.45
2013,2013G050,First time,1,92,92,,92.7,,90.1,,91.61568,90339.4
2013,2013G051,First time,7,527,87.83333,20.78862,98.28571,0.747058,87.52857,1.127999,105.1241611,86247.93839
2013,2013G052,First time,3,248,82.66667,23.24507,105.6,1.153256,93.43333,0.351188,122.81304,81174.53661
2013,2013G053,First time,6,478,95.6,11.32696,102.4833,2.006406,88.46667,1.061446,115.2756127,93874.42
2013,2013G054,First time,7,586,83.71429,19.46548,101.8571,2.419957,90.04286,0.896023,113.7612106,82203.24707
2013,2013G055,First time,6,602,100.3333,23.65305,99.9,0.626099,88.46667,1.003328,109.02816,98522.28394
2013,2013G056,First time,4,322,80.5,23.58672,99.35,0.43589,88.35,0.310913,107.69804,79046.975
2013,2013G057,First time,6,650,108.3333,18.77942,110.7333,0.778888,100.6333,0.960555,135.2274127,106377.8839
2013,2013G058,First time,7,641,91.57143,20.04875,93.81429,0.563999,82.7,0.439697,94.31047894,89918.56569
2013,2013G059,First time,5,432,86.4,16.69731,106.06,2.065914,91.1,0.608276,123.925504,84840.48
2013,2013G060,First time,5,418,83.6,15.07647,94.4,0.930054,79.96,0.723187,95.72696,82091.02
2013,2013G062,First time,9,871,96.77778,30.47859,100.2375,0.724461,88.2375,0.932654,109.84437,95030.94107
2013,2013G063,First time,3,156,78,19.79899,101.1333,1.050397,90.76667,2.379776,112.0107727,76592.1
2013,2013G064,First time,6,580,96.66667,17.00196,102.55,0.680441,91.16667,0.852447,115.43692,94921.83661
2013,2013G065,First time,1,85,85,,90.3,,81.7,,85.81152,83465.75
2013,2013G066,First time,4,350,87.5,9.949874,96.375,0.797392,86.05,0.665833,100.5033,85920.625
2013,2013G067,First time,6,526,87.66667,15.62903,107.9333,0.811583,92.52,1.305986,128.4558927,86084.28661
2013,2013G068,First time,4,273,91,24.97999,95.25,1.109054,86.8,2.092845,97.7826,89357.45
2013,2013G069,First time,6,522,87,24.77095,102.1667,0.989276,93,0.779744,114.5099473,85429.65
2013,2013G070,First time,4,341,85.25,12.28481,93.325,0.377492,83.6,1.523155,93.12718,83711.2375
2013,2013G071,First time,9,830,92.22222,30.68704,91.98889,0.605071,83.37778,2.840237,89.89593158,90557.60893
2013,2013G072,First time,7,516,86,9.165151,91.85714,1.22727,82.9,1.427118,89.57730738,84447.7
2013,2013G073,First time,3,271,90.33333,14.84363,100.8333,0.723418,91.2,0.608276,111.2852527,88702.81339
2013,2013G074,First time,5,521,104.2,13.0269,101.8,0.83666,87.66,0.971082,113.62312,102319.19
2013,2013G075,First time,6,549,91.5,20.4817,105.1667,1.121903,94.63333,0.99733,121.7651473,89848.425
2013,2013G076,First time,1,106,106,,99.5,,86.6,,108.0608,104086.7
2013,2013G077,First time,1,94,94,,92.9,,85,,92.09936,92303.3
2013,2013G078,First time,1,82,82,,97.1,,89.8,,102.25664,80519.9
2013,2013G079,First time,6,624,104,12.28007,101.0167,0.646271,84.15,1.123833,111.7287873,102122.8
2013,2013G080,First time,1,89,89,,100.3,,92.6,,109.99552,87393.55
2013,2013G081,First time,6,474,94.8,14.8054,101.82,0.391918,87.2,0.517687,113.671488,93088.86
2013,2013G082,First time,2,185,92.5,13.43503,103.6,0.141421,92.55,0.636396,117.97624,90830.375
2013,2013G083,First time,2,83,83,,97.85,0.919239,88.15,4.596194,104.07044,81501.85
2013,2013G084,First time,3,185,61.66667,19.21805,93.9,0.953939,80.03333,1.28582,94.51776,60553.58661
2013,2013G085,First time,2,167,83.5,12.02082,106.15,0.494975,93.4,0.424264,124.14316,81992.825
2013,2013G086,First time,2,136,68,7.071068,100.4,0,90.1,0,110.23736,66772.6
2013,2013G087,First time,4,234,78,16.52271,91.425,3.68273,78.075,1.95,88.53222,76592.1
2013,2013G088,First time,7,650,92.85714,19.82783,101.0667,1.251222,86.06667,1.998055,111.8497073,91181.06862
2013,2013G089,First time,1,97,97,,92,,78.1,,89.9228,95249.15
2013,2013G090,First time,4,314,104.6667,10.78579,99.2,0.934523,87.325,1.857193,107.33528,102777.4661
2013,2013G091,First time,7,464,77.33333,22.06959,96.71429,0.954688,85.95714,1.16169,101.3238389,75937.46339
2013,2013G092,First time,3,267,89,14,111.1667,1.331666,99.16667,2.746513,136.2755473,87393.55
2013,2013G093,First time,4,273,91,12.12436,94.525,1.676057,84.45,1.410674,96.02926,89357.45
2013,2013G094,First time,6,492,82,12.1326,96.6,0.989949,87.21667,0.63692,101.04744,80519.9
2013,2013G095,First time,6,372,93,9.055385,99.91667,0.584523,89.78333,0.30605,109.0684747,91321.35
2013,2013G096,First time,3,245,81.66667,11.59023,100.6333,2.203028,86.1,1.68226,110.8015727,80192.58661
2013,2013G097,First time,1,86,86,,105.4,,92,,122.32936,84447.7
2013,2013G098,First time,1,99,99,,97.8,,92.4,,103.94952,97213.05
2013,2013G099,First time,1,69,69,,101,,87.1,,111.6884,67754.55
2013,2013G100,First time,2,73,73,,93.8,0.282843,84.2,1.414214,94.27592,71682.35
2013,2013G101,First time,8,783,97.875,19.39394,100.45,0.888015,84.7625,0.826244,110.35828,96108.35625
2013,2013G102,First time,1,88,88,,96.3,,83.1,,100.32192,86411.6
2013,2013G103,First time,4,372,93,21.8327,87.475,0.680074,77.275,0.892095,78.97954,91321.35
2013,2013G104,First time,7,763,109,17.21434,106.2286,1.645918,87.42857,1.436099,124.3332462,107032.55
2013,2013G105,First time,3,239,79.66667,2.516611,95.03333,0.450925,83.06667,1.069268,97.25860527,78228.68661
2013,2013G106,First time,4,376,94,12.93574,98.6,3.354599,88.025,4.994247,105.88424,92303.3
2013,2013G107,First time,2,158,79,7.071068,93.1,2.969848,85.25,1.06066,92.58304,77574.05
2013,2013G108,First time,5,537,107.4,10.69112,106.5,0.935414,92.04,0.965919,124.9896,105461.43
2013,2013G109,First time,6,589,98.16667,10.98029,105.2167,1.251266,90.96667,1.653683,121.8860673,96394.76161
2013,2013G110,First time,1,102,102,,103.4,,92,,117.49256,100158.9
2013,2013G111,First time,1,107,107,,101,,87,,111.6884,105068.65
2013,2013G112,First time,1,86,86,,97,,87,,102.0148,84447.7
2013,2013G113,First time,1,96,96,,102,,94,,114.1068,94267.2
2013,2013G114,First time,5,405,81,10.6066,102.32,1.267675,89.6,0.636396,114.880688,79537.95
2013,2013G115,First time,4,341,85.25,15.52149,93.35,0.443471,80.825,0.330404,93.18764,83711.2375
2013,2013G116,First time,2,169,84.5,4.949747,90.125,0.53033,78.375,0.176777,85.3883,82974.775
2013,2013G116 ,First time,1,93,93,,89,,78,,82.6676,91321.35
2013,2013G117,First time,7,489,81.5,12.04575,90.45714,1.013011,83.32857,1.665047,86.19154738,80028.925
2013,2013G118,First time,5,428,85.6,11.34901,100.28,0.506952,94.18,0.683374,109.947152,84054.92
2013,2013G119,First time,5,407,81.4,11.23833,95.84,0.680441,89.02,0.653452,99.209456,79930.73
2013,2013G120,First time,1,82,82,,102.5,,95.5,,115.316,80519.9
2013,2013G121,First time,3,295,98.33333,1.527525,103.6333,0.288675,91.66667,0.305505,118.0567727,96558.41339
2013,2013G122,First time,2,169,84.5,4.949747,92.7,1.414214,86.4,1.979899,91.61568,82974.775
2013,2013G123,First time,1,87,87,,94.2,,81.4,,95.24328,85429.65
2013,2013G124,First time,2,172,86,2.828427,93.9,2.12132,82.1,3.11127,94.51776,84447.7
2013,2013G125,First time,1,98,98,,90.4,,83.4,,86.05336,96231.1
2013,2013G126,First time,2,204,102,8.485281,97.75,0.353553,88.5,0,103.8286,100158.9
2013,2013G127,First time,1,97,97,,104.3,,90.5,,119.66912,95249.15
2013,2013G128,First time,1,88,88,,92.2,,82.5,,90.40648,86411.6
2013,2013G129,First time,2,196,98,2.828427,93.4,0.141421,85.95,1.767767,93.30856,96231.1
2013,2013G130,First time,9,787,87.44444,14.35367,103.7556,0.746845,92.4,0.806226,118.352543,85866.06786
2013,2013G131,First time,2,176,88,11.31371,102.55,0.212132,93.95,2.05061,115.43692,86411.6
2013,2013G132,First time,5,298,74.5,21.20535,93.76,1.372224,81.36,1.556599,94.179184,73155.275
2013,2013G133,First time,2,198,99,15.55635,105.9,0.141421,90.9,1.131371,123.53856,97213.05
2013,2013G135,First time,1,97,97,,96.6,,83.2,,101.04744,95249.15
2013,2013G136,First time,4,368,92,18.95609,98.825,0.394757,89.03333,1.673984,106.42838,90339.4
2013,2013G137,First time,5,403,80.6,18.06378,93.06,0.622896,81.46,1.489295,92.486304,79145.17
2013,2013G138,First time,1,91,91,,100.5,,89.5,,110.4792,89357.45
2013,2013G139,First time,2,134,67,1.414214,93.5,1.697056,82.05,0.494975,93.5504,65790.65
2013,2013G140,First time,5,431,86.2,12.45793,92.7,0.655744,82.34,0.568331,91.61568,84644.09
2013,2013G141,First time,7,616,88,14.28286,111.9,1.610383,97.84286,1.05017,138.04896,86411.6
2013,2013G142,First time,1,68,68,,98.4,,84,,105.40056,66772.6
2013,2013G143,First time,1,118,118,,95.9,,88,,99.35456,115870.1
2013,2013G144,First time,1,104,104,,96.8,,70.1,,101.53112,102122.8
2013,2013G145,First time,1,87,87,,100.1,,91.2,,109.51184,85429.65
2013,2013G146,First time,1,87,87,,98.2,,88.7,,104.91688,85429.65
2013,2013G147,First time,3,260,86.66667,9.073772,99.63333,0.472582,84.7,0.2,108.3832453,85102.33661
2013,2013G148,First time,5,513,102.6,23.87048,96.65,0.626498,85.3,0.830662,101.16836,100748.07
2013,2013G149,First time,5,428,85.6,14.77498,104.16,0.472229,83.875,0.248747,119.330544,84054.92
2013,2013G150,First time,2,173,86.5,9.192388,99.6,0.141421,88.55,0.353553,108.30264,84938.675
2013,2013G151,First time,1,115,115,,97.1,,87.7,,102.25664,112924.25
2013,2013G152,First time,5,400,80,5.87367,106.52,0.91214,96.92,1.49566,125.037968,78556
2013,2013G153,First time,1,80,80,,85.4,,76.3,,73.96136,78556
2013,2013G154,First time,4,375,93.75,18.30073,99.15,0.369685,85.675,1.017759,107.21436,92057.8125
2013,2013G155,First time,4,311,77.75,15.96611,94.1,1.42595,82.025,0.457347,95.00144,76346.6125
2013,2013G156,First time,6,622,103.6667,14.20798,100.45,1.55274,92.73333,0.956382,110.35828,101795.5161
2013,2013G157,First time,1,85,85,,96.2,,85.9,,100.08008,83465.75
2013,2013G158,First time,5,401,100.25,18.55398,94.58,0.975705,81.08,1.151955,96.162272,98440.4875
2013,2013G160,First time,5,445,89,11,97.22,0.775887,83.82,0.772658,102.546848,87393.55
2013,2013G161,First time,1,71,71,,97.3,,87,,102.74032,69718.45
2013,2013G162,First time,1,98,98,,94.2,,85.4,,95.24328,96231.1
2013,2013G163,First time,2,191,95.5,9.192388,94.05,0.494975,85.25,0.070711,94.88052,93776.225
2013,2013G164,First time,4,351,87.75,5.5,96.45,1.147461,84.075,0.492443,100.68468,86166.1125
2013,2013G165,First time,4,349,87.25,13.301,88.95,2.035518,80.825,0.736546,82.54668,85675.1375
2013,2013G166,First time,6,541,90.16667,7.440878,98.36667,0.821381,83.88333,2.108475,105.3199547,88539.16161
2013,2013G167,First time,1,92,92,,97.8,,82.3,,103.94952,90339.4
2013,2013G168,First time,7,589,84.14286,6.388233,87.78571,0.95294,81.21429,0.813283,79.73096106,82624.08138
2013,2013G169,First time,4,334,83.5,4.434712,89.875,0.25,83.95,0.613732,84.7837,81992.825
2013,2013G170,First time,5,484,96.8,12.81405,103.16,0.207364,92.06,2.076776,116.912144,95052.76
2013,2013G171,First time,6,554,92.33333,2.581989,98.4,0.493964,84.05,0.083666,105.40056,90666.71339
2013,2013G172,First time,3,262,87.33333,8.144528,105.1,0.1,98.3,0.173205,121.60384,85756.96339
2013,2013G173,First time,2,200,100,11.31371,98.4,0,85,0,105.40056,98195
2014,1996G009,Recurring,7,457,114.25,10.5,104.5333,1.608312,94,1.401428,120.2333327,112187.7875
2014,1997G043,Recurring,7,269,67.25,19.72097,99.8,0.496655,86.58571,1.387358,108.78632,66036.1375
2014,1999G009,Recurring,1,113,113,,105.5,,93.6,,122.5712,110960.35
2014,1999G010,Recurring,6,535,107,14.88288,101.5,0.963328,90.43333,1.632993,112.8976,105068.65
2014,1999G024,Recurring,8,604,86.28571,15.1736,99.6375,1.204678,88.525,0.946799,108.39333,84728.25293
2014,2000G016,Recurring,8,463,92.6,18.27019,105.1875,0.914076,93.1875,1.123054,121.81545,90928.57
2014,2003G001,Recurring,8,336,84,16.18641,100.9125,0.996333,87.375,0.714643,111.47679,82483.8
2014,2003G008,Recurring,1,124,124,,101,,90.5,,111.6884,121761.8
2014,2004G049,Recurring,7,449,89.8,17.49857,96.18571,0.656832,81.97143,0.621059,100.0455211,88179.11
2014,2006G012,Recurring,5,216,54,10.98484,85.52,0.936483,77.12,1.089495,74.251568,53025.3
2014,2006G037,Recurring,6,128,64,15.55635,100.1833,2.906143,86.93333,1.301794,109.7132927,62844.8
2014,2007G012,Recurring,4,282,94,7.937254,99.1,0.886942,85.7,0.496655,107.09344,92303.3
2014,2008G002,Recurring,5,395,98.75,27.82535,100.58,0.486826,89.58,0.535724,110.672672,96967.5625
2014,2008G006,Recurring,4,376,94,7.788881,97.525,0.170783,88.575,0.434933,103.28446,92303.3
2014,2008G021,Recurring,7,430,71.66667,10.7827,101.7143,1.50602,92.7,1.15181,113.4158631,70373.08661
2014,2010G006,Recurring,6,617,102.8333,11.47897,96.78333,0.685322,80.4,1.366748,101.4908053,100977.1589
2014,2010G021,Recurring,3,264,88,12.12436,100.0333,0.83865,93.73333,1.36504,109.3505327,86411.6
2014,2010G027,Recurring,8,666,83.25,18.85092,100.3875,0.75297,88.55,0.478091,110.20713,81747.3375
2014,2010G030,Recurring,6,309,61.8,11.03177,95.12,0.846759,81.58,0.884308,97.468208,60684.51
2014,2010G060,Recurring,9,412,82.4,17.28583,94.53333,0.634429,85.33333,0.636396,96.04940527,80912.68
2014,2010G075,Recurring,10,374,62.33333,18.86443,94.46667,1.573213,81.97778,0.766123,95.88819473,61208.21339
