year,ID,recruit,Count of Year,sum_n of eggs,mean_n of eggs,SD_ n of eggs,mean_length,SD_length,mean_width,SD_width,mass,energy
2000,1995G076,Recurring,6,491,81.83333,18.69135,90.85,0.520577,80,0.508593,87.14164,80356.23839
2000,1995G080,Recurring,5,439,87.8,6.648308,96.16,0.74027,80,0.928978,99.983344,86215.21
2000,1995G084,Recurring,5,286,95.33333,19.55335,108.44,0.415933,80,1.380217,129.681296,93612.56339
2000,1996G045,Recurring,6,380,95,21.44761,110.6333,0.993311,80,0.608002,134.9855727,93285.25
2000,1997G006,Recurring,3,257,85.66667,8.621678,101.4667,0.776745,80,0.986577,112.8170673,84120.38661
2000,1997G022,Recurring,6,446,89.2,13.06522,103.4667,0.60553,80,0.562139,117.6538673,87589.94
2000,1997G025,Recurring,7,650,92.85714,17.18942,103.5143,0.555063,80,0.667975,117.7689831,91181.06862
2000,1997G064,Recurring,5,340,85,12.24745,100.76,0.680441,80,1.173456,111.107984,83465.75
2000,1998G049,Recurring,3,305,101.6667,24.78575,104.1667,0.568624,80,0.152753,119.3467473,99831.61607
2000,2000G002,First time,3,328,109.3333,7.505553,96.7,0.655744,80,0.378594,101.28928,107359.8339
2000,2000G003,First time,1,81,81,,95.5,,80,,98.3872,79537.95
2000,2000G004,First time,2,247,123.5,0.707107,106.9,0.424264,80,0.141421,125.95696,121270.825
2000,2000G006,First time,6,522,87,27.37152,98.3,0.501996,80,0.930949,105.15872,85429.65
2000,2000G007,First time,3,240,80,9.643651,90.6,0.916515,80,0.655744,86.53704,78556
2000,2000G008,First time,1,110,110,,94.4,,80,,95.72696,108014.5
2000,2000G009,First time,7,737,105.2857,24.72323,102.2571,0.778582,80,1.010657,114.7285706,103385.2931
2000,2000G010,First time,6,604,100.6667,22.88813,102.1167,0.818332,80,1.246462,114.3890273,98849.66607
2000,2000G011,First time,3,185,61.66667,5.131601,98,0.360555,80,0.61101,104.4332,60553.58661
2000,2000G012,First time,5,265,66.25,12.97112,92.6,0.380789,80,0.594138,91.37384,65054.1875
2000,2000G013,First time,1,115,115,,106.5,,80,,124.9896,112924.25
2000,2000G014,First time,6,563,93.83333,19.34339,101.5167,0.545588,80,0.713909,112.9379873,92139.63839
2000,2000G015,First time,1,101,101,,96.2,,80,,100.08008,99176.95
2000,2000G016,First time,4,354,88.5,25.30481,105.9,0.637704,80,0.699405,123.53856,86902.575
2000,2000G017,First time,3,228,76,14.42221,96.3,0.519615,80,0.665833,100.32192,74628.2
2000,2000G019,First time,3,253,84.33333,13.20353,100.2333,0.208167,80,0.550757,109.8342127,82811.11339
2000,2000G020,First time,3,273,91,10.58301,102.2667,0.665833,80,0.416333,114.7517873,89357.45
2000,2000G021,First time,6,635,105.8333,18.01573,93.96667,0.417931,80,0.701427,94.67899473,103923.0089
2000,2000G022,First time,3,287,95.66667,14.36431,93.63333,0.152753,80,0.57735,93.87284527,93939.88661
2000,2000G023,First time,1,115,115,,103.8,,80,,118.45992,112924.25
2000,2000G024,First time,5,434,108.5,19.67232,95.94,0.364692,80,0.384708,99.451296,106541.575
2000,2000G025,First time,5,352,88,7.527727,105.1,0.608276,80,0.74364,121.60384,86411.6
2000,2000G027,First time,1,78,78,,99.6,,80,,108.30264,76592.1
2001,1993G012,Recurring,1,65,65,,95,,80,,97.178,63826.75
2001,1993G016,Recurring,6,603,100.5,23.61991,106.7167,0.888632,80,1,125.5136673,98685.975
2001,1993G026,Recurring,9,776,86.22222,17.86601,99.07778,0.290593,80,0.827815,107.0397032,84665.90893
2001,1993G050,Recurring,6,506,84.33333,17.79513,102.6833,0.147196,80,0.463681,115.7592927,82811.11339
2001,1993G073,Recurring,8,649,81.125,18.88641,102.5714,0.732343,80,1.852219,115.4886738,79660.69375
2001,1993G104,Recurring,2,182,91,12.72792,99.3,0,80,0,107.57712,89357.45
2001,1993G111,Recurring,8,828,103.5,30.34563,102.4625,0.526274,80,1.633084,115.22531,101631.825
2001,1993G140,Recurring,2,139,69.5,2.12132,87.55,0.070711,80,0.141421,79.16092,68245.525
2001,1995G028,Recurring,5,480,96,8,94.76,0.207364,80,1.252198,96.597584,94267.2
2001,1995G039,Recurring,9,625,78.125,12.60881,93.9,0.838153,80,0.847709,94.51776,76714.84375
2001,1995G050,Recurring,7,656,93.71429,13.21255,100.3429,0.645128,80,0.736465,110.0992694,92022.74707
2001,1995G052,Recurring,7,606,86.57143,9.052755,97.32857,0.449868,80,0.941124,102.8094137,85008.81569
2001,1995G053,Recurring,6,585,97.5,7.816649,91.61667,0.699762,80,0.662319,88.99575473,95740.125
2001,1995G093,Recurring,10,734,81.55556,7.299163,96.93,0.427005,80,0.989949,101.845512,80083.48214
2001,1995G095,Recurring,4,290,96.66667,5.507571,102.275,2.010597,80,1.422146,114.77186,94921.83661
2001,1995G103,Recurring,4,388,97,15.25341,104.95,0.1,80,0.412311,121.24108,95249.15
2001,1995G104,Recurring,3,172,86,4.242641,98.53333,0.585947,80,5.118919,105.7230053,84447.7
2001,1996G011,Recurring,7,557,92.83333,7.139094,98.9,0.535413,80,1.676305,106.60976,91157.68839
2001,1996G027,Recurring,7,760,108.5714,13.35237,107.3,0.559762,80,1.21714,126.92432,106611.6862
2001,1996G028,Recurring,8,730,104.2857,13.92497,104.0375,0.406861,80,1.418185,119.03429,102403.3431
2001,1996G033,Recurring,2,195,97.5,4.949747,97.95,0.070711,80,7.707464,104.31228,95740.125
2001,1996G034,Recurring,8,882,110.25,27.25934,102.375,0.218763,80,2.243085,115.0137,108259.9875
2001,1996G040,Recurring,5,364,91,19.14854,103.58,0.294958,80,0.760263,117.927872,89357.45
2001,1996G043,Recurring,2,188,94,14.14214,98.9,0.989949,80,3.11127,106.60976,92303.3
2001,1997G003,Recurring,5,463,92.6,17.21337,99.78,0.605805,80,0.936483,108.737952,90928.57
2001,1997G015,Recurring,5,342,85.5,11.03026,98.24,0.95551,80,0.568331,105.013616,83956.725
2001,1997G037,Recurring,6,555,92.5,13.60515,97.8,0.505964,80,0.666333,103.94952,90830.375
2001,1997G040,Recurring,4,265,88.33333,5.686241,99.875,0.478714,80,0.518813,108.9677,86738.91339
2001,1997G055,Recurring,3,268,89.33333,15.30795,98.1,1.732051,80,2.122106,104.67504,87720.86339
2001,1998G011,Recurring,7,714,102,12.70171,97.18571,0.21157,80,0.477593,102.4639211,100158.9
2001,1998G015,Recurring,7,609,87,21.44761,106.1714,0.398808,80,0.450925,124.1949138,85429.65
2001,1998G018,Recurring,7,755,107.8571,28.54487,98.65714,0.660447,80,1.39966,106.0224274,105910.2793
2001,1998G020,Recurring,7,598,85.42857,20.53336,95.48571,0.728991,80,0.73808,98.35264106,83886.58431
2001,1998G041,Recurring,7,693,99,13.14027,103.4833,0.240947,80,0.974252,117.6940127,97213.05
2001,2001G001,First time,8,713,89.125,13.94312,104.625,0.462138,80,0.875051,120.4551,87516.29375
2001,2001G002,First time,2,178,89,15.55635,94.65,0.494975,80,0.707107,96.33156,87393.55
2001,2001G003,First time,1,60,60,,100.1,,80,,109.51184,58917
2001,2001G004,First time,6,502,83.66667,20.42221,97.65,0.288097,80,0.299444,103.58676,82156.48661
2001,2001G005,First time,4,285,95,7.937254,112.1,0.08165,80,0.804156,138.53264,93285.25
2001,2001G006,First time,6,641,106.8333,25.14292,104.0667,0.40332,80,0.376386,119.1049073,104904.9589
2001,2001G007,First time,7,839,119.8571,12.85079,100.9143,0.646603,80,0.748013,111.4811431,117693.6793
2001,2001G008,First time,8,561,80.14286,17.39184,97.7625,0.560453,80,1.195229,103.85883,78696.28138
2001,2001G009,First time,5,450,90,13.98213,108.34,0.31305,80,0.990959,129.439456,88375.5
2001,2001G010,First time,9,774,86,9.899495,99.41111,0.467559,80,1.377498,107.8458284,84447.7
2001,2001G011,First time,7,468,66.85714,17.64869,97.11429,0.186445,80,0.986335,102.2911989,65650.36862
2001,2001G012,First time,7,490,81.66667,13.41144,94.88333,0.448764,80,1.166786,96.89584527,80192.58661
2001,2001G013,First time,6,459,91.8,22.55438,100.95,0.314643,80,0.747663,111.56748,90143.01
2001,2001G014,First time,7,473,78.83333,32.08374,105.5429,0.222539,80,1.060997,122.6749494,77410.38839
2001,2001G015,First time,6,510,102,13.85641,108.7167,0.483391,80,1.549731,130.3504673,100158.9
2001,2001G016,First time,5,529,105.8,17.22498,96.3,0.273861,80,0.764853,100.32192,103890.31
2001,2001G017,First time,10,955,95.5,23.46747,100.21,0.490918,80,0.720802,109.777864,93776.225
2001,2001G018,First time,1,123,123,,101,,80,,111.6884,120779.85
2001,2001G019,First time,8,609,76.125,18.85613,96.2875,1.971539,80,0.817662,100.29169,74750.94375
2001,2001G020,First time,2,123,61.5,12.02082,84.7,0.565685,80,0.494975,72.26848,60389.925
2001,2001G021,First time,6,501,83.5,17.47856,93.26667,0.216025,80,1.060974,92.98611473,81992.825
2001,2001G022,First time,7,772,128.6667,5.819507,108.0143,0.254484,80,1.107335,128.6517831,126344.2661
2001,2001G023,First time,6,564,94,21.73476,98.93333,0.175119,80,0.950263,106.6903653,92303.3
2001,2001G024,First time,8,738,92.25,10.19454,106.8875,0.615136,80,1.644851,125.92673,90584.8875
2001,2001G025,First time,9,1109,123.2222,17.35495,102.0111,3.02508,80,1.266667,114.1336442,120998.0393
2001,2001G026,First time,2,90,90,,96.3,0.424264,80,0.707107,100.32192,88375.5
2001,2001G027,First time,7,397,79.4,15.82087,100.8,1.708801,80,2.263057,111.20472,77966.83
2001,2001G028,First time,4,327,81.75,12.97112,96.5,0.163299,80,0.457347,100.8056,80274.4125
2001,2001G029,First time,3,238,79.33333,14.29452,96.36667,0.635085,80,0.550757,100.4831547,77901.36339
2001,2001G030,First time,2,147,73.5,6.363961,93.1,0.141421,80,0.141421,92.58304,72173.325
2001,2001G031,First time,7,615,102.5,16.9794,108.5714,0.485504,80,2.110179,129.9990738,100649.875
2001,2001G032,First time,7,686,98,15.09967,103.0571,1.104321,80,1.129686,116.6632906,96231.1
2001,2001G033,First time,5,286,71.5,10.59874,89.44,1.167476,80,1.20499,83.731696,70209.425
2001,2001G034,First time,4,221,73.66667,8.326664,93.9,0.270801,80,0.743864,94.51776,72336.98661
2001,2001G035,First time,5,353,88.25,10.46821,97.98,1.066302,80,1.559487,104.384832,86657.0875
2001,2001G036,First time,5,542,108.4,10.73778,110.46,0.207364,80,1.020784,134.566464,106443.38
2001,2001G037,First time,2,174,87,11.31371,91.35,0.070711,80,0.636396,88.35084,85429.65
2001,2001G038,First time,4,376,94,13.83233,100.05,0.82664,80,0.5,109.39092,92303.3
2001,2001G039,First time,4,331,82.75,14.93039,99.9,0.33665,80,1.53921,109.02816,81256.3625
2001,2001G040,First time,1,90,90,,97,,80,,102.0148,88375.5
2001,2001G041,First time,1,78,78,,100,,80,,109.27,76592.1
2001,2001G042,First time,1,95,95,,99.2,,80,,107.33528,93285.25
2001,2001G043,First time,2,177,88.5,6.363961,103.3,0.565685,80,0.919239,117.25072,86902.575
2001,2001G044,First time,1,87,87,,99,,80,,106.8516,85429.65
2001,2001G045,First time,1,111,111,,101.8,,80,,113.62312,108996.45
2002,1993G028,Recurring,8,941,117.625,12.83898,107.1625,1.811028,80,0.396412,126.59179,115501.8688
2002,1993G057,Recurring,11,933,103.6667,19.85573,106.9091,0.817869,80,0.768233,125.9789674,101795.5161
2002,1993G103,Recurring,9,800,88.88889,23.61908,97.44444,3.648668,80,1.20704,103.0896337,87284.44554
2002,1993G105,Recurring,9,1145,127.2222,12.06004,100.7333,0.589491,80,1.288841,111.0434127,124925.8393
2002,1993G112,Recurring,9,1093,136.625,17.03725,110.0889,0.467559,80,1.382027,133.6689958,134158.9188
2002,1993G122,Recurring,7,532,106.4,10.50238,100.5571,0.330944,80,0.894161,110.6172906,104479.48
2002,1993G123,Recurring,4,72,72,,97,2.346629,80,0.55,102.0148,70700.4
2002,1994G006,Recurring,7,751,107.2857,28.31792,102.0286,0.828079,80,2.424675,114.1759662,105349.1931
2002,1994G040,Recurring,7,712,101.7143,10.07827,100.0429,0.325869,80,1.187234,109.3737494,99878.35689
2002,1994G060,Recurring,8,907,113.375,9.941795,104.5125,0.615136,80,1.015593,120.18303,111328.5813
2002,1995G020,Recurring,7,562,80.28571,12.45946,94.4,1.913113,80,0.901586,95.72696,78836.55293
2002,1995G029,Recurring,6,381,95.25,15.96611,105.7833,0.577639,80,1.041953,123.2563327,93530.7375
2002,1995G040,Recurring,6,410,82,18.17966,96.8,0.761577,80,1.458424,101.53112,80519.9
2002,1995G041,Recurring,6,545,109,9.460444,103.2333,1.21271,80,1.906218,117.0894127,107032.55
2002,1996G009,Recurring,9,1095,121.6667,16.14776,105.5111,1.371536,80,0.966667,122.5980442,119470.6161
2002,1996G021,Recurring,4,494,123.5,16.90168,106.85,0.341565,80,0.532291,125.83604,121270.825
2002,1996G038,Recurring,8,698,87.25,15.17281,91.9,0.555492,80,0.420034,89.68096,85675.1375
2002,1996G045,Recurring,8,823,102.875,11.24325,110.6125,0.631184,80,1.532272,134.93527,101018.1063
2002,1997G008,Recurring,7,571,114.2,40.38812,97.42857,1.5861,80,0.771825,103.0512537,112138.69
2002,1997G031,Recurring,7,670,95.71429,12.59251,95.18333,0.357849,80,0.528099,97.62136527,93986.64707
2002,1998G004,Recurring,7,584,83.42857,11.9702,98.58571,0.429839,80,0.665833,105.8496811,81922.68431
2002,1998G007,Recurring,6,622,103.6667,16.88392,98.33333,0.216025,80,0.997497,105.2393253,101795.5161
2002,1998G034,Recurring,1,109,109,,91.7,,,,89.19728,107032.55
2002,1998G043,Recurring,2,204,102,4.242641,98.25,0.777817,91.7,1.838478,105.0378,100158.9
2002,1999G002,Recurring,7,546,78,17.89786,97.77143,0.398808,86.7,0.687992,103.8804263,76592.1
2002,1999G003,Recurring,7,912,130.2857,31.10045,108.6143,0.338765,89.72857,0.521901,130.1028231,127934.0431
2002,1999G005,Recurring,5,560,112,10.36822,103.28,0.258844,97.14,1.040673,117.202352,109978.4
2002,1999G008,Recurring,7,775,110.7143,20.48344,112.1857,0.285357,95.94286,0.431498,138.7398969,108715.9069
2002,1999G009,Recurring,5,484,96.8,13.33042,99.28,0.544977,84.96,0.770065,107.528752,95052.76
2002,1999G014,Recurring,10,788,78.8,17.34487,93.54,0.343835,81.55,0.542115,93.647136,77377.66
2002,1999G016,Recurring,5,470,94,15.41104,99.12,0.402492,93.22,0.756307,107.141808,92303.3
2002,1999G019,Recurring,7,764,127.3333,39.19013,111.6714,1.717279,98.07143,0.836091,137.4961138,125034.9339
2002,1999G024,Recurring,7,672,112,13.755,98.77143,0.303942,87.96667,0.797217,106.2988263,109978.4
2002,1999G031,Recurring,9,754,83.77778,26.36654,102.175,0.396074,89.8,1.311488,114.53002,82265.59107
2002,1999G035,Recurring,7,159,159,,103.2143,0.717469,89.85714,1.500952,117.0434631,156130.05
2002,1999G040,Recurring,8,689,98.42857,10.69045,103.5625,0.552753,89.1,0.988505,117.88555,96651.93431
2002,1999G055,Recurring,1,85,85,,93.5,,79.8,,93.5504,83465.75
2002,2000G016,Recurring,7,664,110.6667,22.9056,106.0429,0.359894,94.47143,2.183815,123.8841494,108669.1661
2002,2002G001,First time,2,185,92.5,33.23402,104.95,1.202082,94.05,0.777817,121.24108,90830.375
2002,2002G002,First time,6,261,65.25,28.72136,95.65,0.250998,86.2,1.2,98.74996,64072.2375
2002,2002G003,First time,6,473,78.83333,17.08118,94.56667,2.199697,84.95,1.298846,96.13003473,77410.38839
2002,2002G004,First time,6,577,96.16667,20.01416,103.3,0.219089,99.18333,1.038107,117.25072,94430.86161
2002,2002G005,First time,4,419,104.75,40.85238,100.05,0.191485,89.6,0.469042,109.39092,102859.2625
2002,2002G006,First time,9,818,90.88889,16.90003,98.48889,0.3444,86.86667,0.71239,105.6155316,89248.34554
2002,2002G007,First time,5,387,77.4,7.266361,92.3,0.5,81.3,0.868907,90.64832,76002.93
2002,2002G008,First time,5,361,72.2,13.14154,93.36,0.811172,84.62,1.543373,93.211824,70896.79
2002,2002G009,First time,1,84,84,,91.7,,85.3,,89.19728,82483.8
2002,2002G010,First time,5,435,87,12.68858,96.44,0.779744,88.34,0.965919,100.660496,85429.65
2002,2002G011,First time,4,231,77,7,93.9,0.08165,81.9,1.16046,94.51776,75610.15
2002,2002G012,First time,1,81,81,,107.3,,100.7,,126.92432,79537.95
2002,2002G013,First time,7,768,109.7143,30.29144,105.0286,0.515475,93.25714,0.489412,121.4311662,107733.9569
2002,2002G014,First time,3,257,85.66667,8.144528,95.83333,0.351188,82.36667,0.80829,99.19332527,84120.38661
2002,2002G015,First time,9,1154,128.2222,15.41734,110.4,1.213466,92.64444,1.711805,134.42136,125907.7893
2002,2002G016,First time,6,519,103.8,18.91296,99.73333,0.70899,87.98333,0.762671,108.6250853,101926.41
2002,2002G017,First time,8,702,100.2857,11.19098,99.15,0.30706,87.4375,0.740536,107.21436,98475.54312
2002,2002G018,First time,7,597,85.28571,13.88902,93.35714,0.881017,80.02857,0.822018,93.20490738,83746.30293
2002,2002G019,First time,5,372,93,8.124038,91.54,0.719722,84.7,1.813836,88.810336,91321.35
2002,2002G020,First time,6,553,92.16667,26.0109,101.4,0.363318,91.66667,0.63456,112.65576,90503.06161
2002,2002G021,First time,5,447,89.4,16.69731,92.9,0.430116,82.76,0.594138,92.09936,87786.33
2002,2002G022,First time,7,528,88,21.40093,103.9857,0.511301,89.9,0.869866,118.9090169,86411.6
2002,2002G023,First time,7,552,78.85714,8.989412,88.43571,0.722677,77.31429,1.94459,81.30292106,77433.76862
2002,2002G024,First time,7,472,78.66667,22.05145,100.6667,0.329983,92.25,0.745542,110.8823473,77246.73661
2002,2002G025,First time,1,58,58,,89.6,,81.9,,84.11864,56953.1
2002,2002G026,First time,2,174,87,8.485281,98.8,1.979899,89.75,1.06066,106.36792,85429.65
2002,2002G027,First time,4,286,71.5,5.446712,90.4,0.294392,79.83333,0.449691,86.05336,70209.425
2002,2002G028,First time,1,60,60,,98.4,,87.7,,105.40056,58917
2002,2002G029,First time,1,87,87,,103,,84.5,,116.5252,85429.65
2002,2002G030,First time,3,194,97,24.04163,105.5,0.1,99.46667,1.778576,122.5712,95249.15
2002,2002G031,First time,4,178,59.33333,24.09011,97.6,0.216025,84.15,0.6245,103.46584,58262.36339
2002,2002G032,First time,2,188,94,4.242641,98.5,1.131371,86.75,0.777817,105.6424,92303.3
2002,2002G033,First time,4,269,89.66667,8.504901,99.3,1.823915,86.3,2.350886,107.57712,88048.18661
2002,2002G034,First time,2,139,69.5,10.6066,93.65,0.353553,77.7,0.565685,93.91316,68245.525
2002,2002G035,First time,3,172,86,24.04163,98.86667,1.858315,86.93333,2.655811,106.5291547,84447.7
2002,2002G036,First time,1,86,86,,97.8,,90.1,,103.94952,84447.7
2003,1993G041,Recurring,4,296,98.66667,10.96966,93.45,0.506623,86.05,0.759386,93.42948,96885.73661
2003,1993G111,Recurring,4,210,105,7.071068,102.55,0.1,88.525,0.727438,115.43692,103104.75
2003,1993G117,Recurring,7,712,101.7143,21.39092,104.4571,0.335942,93.1,3.438507,120.0490506,99878.35689
2003,1993G119,Recurring,4,292,97.33333,8.082904,103.4,0.663325,87.1,1.01653,117.49256,95576.46339
2003,1994G016,Recurring,4,94,94,,107.225,0.221736,96.75,0.925563,126.74294,92303.3
2003,1994G063,Recurring,6,556,92.66667,17.33974,111.3167,0.386868,95.6,1.663731,136.6383073,90994.03661
2003,1995G024,Recurring,9,822,91.33333,16.05459,99.67778,0.47111,88.11111,0.80381,108.4907432,89684.76339
2003,1995G067,Recurring,3,163,81.5,9.192388,103.5,0.5,93.93333,0.723418,117.7344,80028.925
2003,1995G071,Recurring,4,281,93.66667,34.77547,104.925,0.780491,89.775,1.144188,121.18062,91975.98661
2003,1995G080,Recurring,1,92,92,,95.6,,89.6,,98.62904,90339.4
2003,1996G059,Recurring,2,121,121,,99.05,0.636396,86.35,0.494975,106.97252,118815.95
2003,1997G025,Recurring,4,341,113.6667,14.57166,103.625,0.830161,88.475,0.713559,118.0367,111615.0161
2003,1998G005,Recurring,4,302,75.5,4.041452,88.95,0.420317,81.025,0.670199,82.54668,74137.225
2003,1998G030,Recurring,5,561,112.2,8.228001,101.375,0.227761,84.16,0.507937,112.5953,110174.79
2003,1999G001,Recurring,1,89,89,,99,,89.2,,106.8516,87393.55
2003,1999G032,Recurring,5,459,91.8,10.91788,93.52,0.363318,81.18,0.990959,93.598768,90143.01
2003,1999G033,Recurring,4,480,120,14.2595,109.35,0.420317,98.525,0.478714,131.88204,117834
2003,2000G010,Recurring,7,809,115.5714,15.5119,101.7143,0.533631,89.35714,1.011364,113.4158631,113485.3362
2003,2000G015,Recurring,2,200,100,1.414214,96.45,0.212132,85.75,0.636396,100.68468,98195
2003,2000G024,Recurring,4,195,97.5,4.949747,96.125,0.221736,84.875,0.35,99.8987,95740.125
2003,2001G013,Recurring,4,432,108,7.874008,101.05,0.251661,87.625,1.552149,111.80932,106050.6
2003,2001G014,Recurring,3,229,114.5,7.778175,104.7667,0.665833,93.76667,0.85049,120.7977873,112433.275
2003,2001G043,Recurring,3,87,87,,103.3333,0.208167,93.06667,0.814453,117.3312527,85429.65
2003,2003G001,First time,8,743,92.875,20.11707,98.9875,0.626641,85.8375,0.599851,106.82137,91198.60625
2003,2003G002,First time,5,518,103.6,21.12581,101.28,0.476445,90.98,0.939149,112.365552,101730.02
2003,2003G003,First time,2,206,103,16.97056,105.3,0,91.3,0.282843,122.08752,101140.85
2003,2003G004,First time,11,961,96.1,17.34263,102.7818,1.472969,89.42727,1.377019,115.9975051,94365.395
2003,2003G005,First time,3,147,73.5,20.5061,87.7,0.43589,81.26667,1.123981,79.52368,72173.325
2003,2003G006,First time,7,521,86.83333,15.01222,100.1,0.316228,85.21429,0.827503,109.51184,85265.98839
2003,2003G007,First time,2,210,105,29.69848,101.2,0.565685,85.85,0.070711,112.17208,103104.75
2003,2003G008,First time,5,523,104.6,23.02824,100.56,0.512835,89.08,1.049762,110.624304,102711.97
2003,2003G009,First time,3,174,87,14.14214,91.56667,0.450925,78.63333,0.986577,88.87483473,85429.65
2003,2003G010,First time,3,278,92.66667,11.06044,97.06667,0.680686,85.76667,0.585947,102.1760347,90994.03661
2003,2003G011,First time,1,82,82,,103.4,,88,,117.49256,80519.9
2003,2003G012,First time,5,364,91,4.966555,95.9,3.357082,85.54,1.852836,99.35456,89357.45
2003,2003G013,First time,1,69,69,,93.8,,80,,94.27592,67754.55
2003,2003G014,First time,2,236,118,12.72792,103.25,0.070711,88.65,0.636396,117.1298,115870.1
2003,2003G015,First time,3,233,77.66667,30.89229,97.83333,0.51316,83.73333,0.46188,104.0301253,76264.78661
2003,2003G016,First time,3,139,69.5,2.12132,104.9667,0.757188,88.43333,0.51316,121.2814673,68245.525
2003,2003G017,First time,4,311,103.6667,4.041452,99.875,0.298608,92.65,0.8544,108.9677,101795.5161
2003,2003G018,First time,3,202,101,7.071068,101.7667,1.154701,89.43333,1.137248,113.5425873,99176.95
2003,2003G019,First time,1,88,88,,101.5,,89.1,,112.8976,86411.6
2004,1993G008,Recurring,9,601,85.85714,24.27227,101.4222,0.718988,89.23333,0.722842,112.7094485,84307.41862
2004,1993G026,Recurring,9,671,83.875,18.33371,98.64444,0.874802,85.46667,0.972111,105.9917137,82361.05625
2004,1993G039,Recurring,8,623,103.8333,19.07267,111.325,0.426782,94.2,1.20119,136.65838,101959.1089
2004,1993G050,Recurring,1,89,89,,103.3,,74.4,,117.25072,87393.55
2004,1993G109,Recurring,6,310,77.5,20.09146,91.4,2.275961,80.9,1.918333,88.47176,76101.125
2004,1993G112,Recurring,5,541,108.2,16.11521,109.92,0.804363,97.6,1.946792,133.260528,106246.99
2004,1994G004,Recurring,2,164,82,11.31371,105.9,0,89.4,0,123.53856,80519.9
2004,1994G029,Recurring,9,381,63.5,11.99583,94.3,3.811824,82.12222,0.93378,95.48512,62353.825
2004,1994G046,Recurring,6,325,81.25,22.45551,101.9833,1.406295,89,2.460081,114.0664127,79783.4375
2004,1994G052,Recurring,5,584,116.8,32.50692,100.06,1.810525,94.56,3.226143,109.415104,114691.76
2004,1995G012,Recurring,1,79,79,,106.3,,92,,124.50592,77574.05
2004,1995G021,Recurring,5,532,106.4,10.73778,101.74,0.753658,95.24,2.076776,113.478016,104479.48
2004,1995G087,Recurring,3,193,96.5,6.363961,105.3667,1.137248,90.33333,0.757188,122.2488273,94758.175
2004,1995G104,Recurring,3,268,89.33333,14.57166,98.96667,0.057735,87.73333,0.351188,106.7709947,87720.86339
2004,1995G107,Recurring,5,349,69.8,11.62755,98.2,0.764853,85.52,2.235397,104.91688,68540.11
2004,1996G012,Recurring,7,650,92.85714,14.80347,97.73333,0.442217,86.5,0.428174,103.7882853,91181.06862
2004,1996G018,Recurring,6,391,78.2,14.68673,94.23333,0.595539,83.91667,1.204021,95.32388527,76788.49
2004,1996G022,Recurring,9,657,73,33.5,91.9125,0.767199,78.175,0.660965,89.71119,71682.35
2004,1996G024,Recurring,7,593,84.71429,16.44906,100.5857,1.748741,85.88571,1.312032,110.6864569,83185.19707
2004,1996G025,Recurring,1,74,74,,99,,89.2,,106.8516,72664.3
2004,1996G028,Recurring,5,476,95.2,14.93988,104.84,1.622652,95.24,0.694982,120.975056,93481.64
2004,1997G006,Recurring,2,171,85.5,21.92031,101.85,1.909188,90.05,2.899138,113.74404,83956.725
2004,1997G050,Recurring,7,380,95,14.5831,104.4571,1.154494,90.92857,1.426785,120.0490506,93285.25
2004,1997G055,Recurring,4,219,109.5,12.02082,98.05,0.3,83.475,0.287228,104.55412,107523.525
2004,1997G064,Recurring,6,502,83.66667,16.34217,100.95,0.589067,86.76667,0.809115,111.56748,82156.48661
2004,1998G004,Recurring,6,520,86.66667,10.32796,97.075,1.668382,88.6,1.750143,102.19618,85102.33661
2004,1998G020,Recurring,6,353,70.6,14.22322,95.25,5.017868,85.86667,1.506873,97.7826,69325.67
2004,1998G028,Recurring,7,621,88.71429,9.516902,100.3143,1.111198,84.77143,1.923291,110.0301031,87112.99707
2004,1999G010,Recurring,8,691,98.71429,29.46022,100.85,0.492805,90.8125,1.538494,111.32564,96932.49707
2004,1999G018,Recurring,1,47,47,,94,,84.2,,94.7596,46151.65
2004,1999G042,Recurring,8,528,75.42857,4.27618,98.2625,0.528982,84.425,0.779652,105.06803,74067.08431
2004,1999G065,Recurring,3,118,118,,94.46667,0.450925,76.16667,1.527525,95.88819473,115870.1
2004,2000G016,Recurring,6,455,91,22.58318,105.3733,0.906127,93.4,1.568439,122.2647887,89357.45
2004,2000G021,Recurring,4,225,75,34.39477,93.925,0.567891,83.65,2.609598,94.57822,73646.25
2004,2000G025,Recurring,6,112,112,,101.1167,1.411973,92.4,3.226143,111.9706273,109978.4
2004,2001G001,Recurring,5,441,88.2,22.44326,105.4,0.655744,92.06,0.884873,122.32936,86607.99
2004,2001G004,Recurring,5,491,98.2,13.16055,97.28,0.903881,83.76,1.27397,102.691952,96427.49
2004,2001G005,Recurring,4,363,121,28.68798,107.6,7.397297,99.35,0.331662,127.64984,118815.95
2004,2001G036,Recurring,4,96,96,,111.0667,1.225652,92.2,2.262742,136.0337073,94267.2
2004,2004G001,First time,9,726,90.75,24.04609,96.43333,1.657558,83.77778,1.886649,100.6443653,89111.9625
2004,2004G002,First time,2,193,96.5,9.192388,95.55,0.212132,90.8,0.282843,98.50812,94758.175
2004,2004G003,First time,7,519,86.5,17.8073,97.78571,0.622973,82.4,0.814453,103.9149611,84938.675
2004,2004G004,First time,3,185,61.66667,27.30079,98.16667,1.02632,84.83333,0.404145,104.8362747,60553.58661
2004,2004G005,First time,3,263,87.66667,2.081666,98.36667,0.152753,83.53333,0.321455,105.3199547,86084.28661
